author,status,title,update_time,url,word_count 
 西门庆之, 连载中,韩娱之炫, 2017-08-20 20:57:27,http://www.23us.so/xiaoshuo/4097.html, 89946字
 打肿眼充熊猫, 连载中,异界白龙之主, 2017-08-20 21:34:18,http://www.23us.so/xiaoshuo/2114.html, 366165字
 二十年麒麟臂, 连载中,骑士号角, 2017-08-21 03:38:04,http://www.23us.so/xiaoshuo/6379.html, 181703字
 木头夾子, 连载中,怼徒, 2017-08-21 12:48:36,http://www.23us.so/xiaoshuo/17621.html, 277828字
 龍吟月, 连载中,天马行空四部曲, 2017-08-21 03:38:11,http://www.23us.so/xiaoshuo/5801.html, 161993字
 张大爷01, 连载中,守护世界的屠龙者, 2017-08-21 07:51:03,http://www.23us.so/xiaoshuo/15608.html, 1083560字
 放逐的旋律, 连载中,灵海传奇, 2017-08-21 09:11:16,http://www.23us.so/xiaoshuo/17614.html, 136266字
 苍天白鹤, 连载中,无敌唤灵, 2017-08-21 14:53:12,http://www.23us.so/xiaoshuo/17625.html, 10533894字
 花间酔影, 连载中,三界魂行, 2017-08-21 09:08:28,http://www.23us.so/xiaoshuo/1006.html, 40079字
 茶花白, 连载中,美食评论家, 2017-08-21 18:29:44,http://www.23us.so/xiaoshuo/17632.html, 594502字
 咆哮火, 连载中,都市超级红包, 2017-08-21 17:24:49,http://www.23us.so/xiaoshuo/15026.html, 1881169字
 第三颗雪梨, 连载中,超神支付, 2017-08-21 18:18:11,http://www.23us.so/xiaoshuo/16025.html, 1382314字
 毒草, 连载中,斗师, 2017-08-23 00:20:32,http://www.23us.so/xiaoshuo/12464.html, 11237字
 悲剧山伯爵, 连载中,白银之轮, 2017-08-23 02:20:41,http://www.23us.so/xiaoshuo/2596.html, 391016字
 舞飘微简, 连载中,御录九天, 2017-08-23 16:28:55,http://www.23us.so/xiaoshuo/16943.html, 19960字
 青菜扮豆腐, 连载中,美女圣约书, 2017-08-23 22:21:00,http://www.23us.so/xiaoshuo/26.html, 3354836字
 亚舍罗, 完本,玄霸九天, 2017-08-23 23:04:35,http://www.23us.so/xiaoshuo/17728.html, 9951810字
 墨尔本的十一, 连载中,鶸法师与他的智杖, 2017-08-24 15:03:33,http://www.23us.so/xiaoshuo/17017.html, 53112字
 深海而居, 连载中,莽山行, 2017-08-24 08:57:32,http://www.23us.so/xiaoshuo/17747.html, 37470字
 淘米猪, 连载中,噬魂凌天记, 2017-08-24 08:13:24,http://www.23us.so/xiaoshuo/17052.html, 109216字
 今十八, 连载中,我在异界有座庙, 2017-08-23 21:35:41,http://www.23us.so/xiaoshuo/15967.html, 602500字
 吴杰超, 连载中,破法之眼, 2017-08-23 19:06:02,http://www.23us.so/xiaoshuo/14085.html, 855409字
 紫金咩, 连载中,位面副本, 2017-08-23 23:00:50,http://www.23us.so/xiaoshuo/17298.html, 398503字
 横扫天涯, 连载中,无尽丹田, 2017-08-24 15:05:38,http://www.23us.so/xiaoshuo/351.html, 644字
 西方金, 连载中,星域主神, 2017-07-10 09:04:54,http://www.23us.so/xiaoshuo/15179.html, 171446字
 乱世狂刀, 连载中,御天神帝, 2017-07-10 12:07:03,http://www.23us.so/xiaoshuo/1737.html, 1190997字
 蓝就, 连载中,龙动九天, 2017-07-11 05:58:43,http://www.23us.so/xiaoshuo/4075.html, 1754999字
 坏蛋也是个样, 连载中,海贼王之轮回再现, 2017-07-11 21:35:25,http://www.23us.so/xiaoshuo/5974.html, 10195字
 刺嫩芽, 连载中,素女寻仙, 2017-07-11 18:34:09,http://www.23us.so/xiaoshuo/1395.html, 672241字
 章鹿遥, 连载中,天神联盟公司, 2017-07-12 01:23:58,http://www.23us.so/xiaoshuo/15225.html, 451668字
 史诗的黑面包, 连载中,大信仰时代, 2017-08-24 17:02:27,http://www.23us.so/xiaoshuo/17637.html, 629316字
 衣冠胜雪, 连载中,无尽神域, 2017-07-12 11:08:21,http://www.23us.so/xiaoshuo/5379.html, 352201字
 何无恨, 连载中,刀破苍穹, 2017-07-12 12:13:55,http://www.23us.so/xiaoshuo/3542.html, 966682字
 分明, 连载中,霸世神尊, 2017-07-14 00:43:26,http://www.23us.so/xiaoshuo/714.html, 247428字
 叶奇, 连载中,天道之宰, 2017-07-14 14:08:39,http://www.23us.so/xiaoshuo/11001.html, 337233字
 奋斗的沉沦, 连载中,我要造物, 2017-07-14 17:26:05,http://www.23us.so/xiaoshuo/15202.html, 20902字
 双宇破冰者, 连载中,双宇, 2017-07-12 12:30:00,http://www.23us.so/xiaoshuo/15250.html, 433264字
 漂泊的萝卜, 连载中,岛主直播系统, 2017-07-12 23:15:10,http://www.23us.so/xiaoshuo/14544.html, 13164字
 乱世狂刀01, 连载中,刀剑神皇, 2017-07-13 02:02:55,http://www.23us.so/xiaoshuo/6581.html, 4333字
 谢凡, 连载中,月盾, 2017-07-15 13:59:09,http://www.23us.so/xiaoshuo/4011.html, 820165字
 羽林都督, 连载中,奥术年代, 2017-07-15 15:27:37,http://www.23us.so/xiaoshuo/13919.html, 169187字
 怎能隐居, 连载中,染血路, 2017-07-15 16:18:32,http://www.23us.so/xiaoshuo/15438.html, 54641字
 萨达哈鲁汪, 连载中,狼少女的异界大冒险, 2017-07-15 18:47:35,http://www.23us.so/xiaoshuo/11589.html, 536386字
 丙晟, 连载中,仙冢世界, 2017-07-16 00:07:02,http://www.23us.so/xiaoshuo/15489.html, 202458字
 四张机, 连载中,至尊透视眼, 2017-06-30 11:13:46,http://www.23us.so/xiaoshuo/4682.html, 107508字
 易飘零, 连载中,独圣, 2017-06-30 23:15:47,http://www.23us.so/xiaoshuo/13179.html, 133964字
 秋风扫木叶, 连载中,人道, 2017-06-30 23:23:41,http://www.23us.so/xiaoshuo/4313.html, 482404字
 陌路行, 连载中,修仙之飞升地球, 2017-07-02 01:57:11,http://www.23us.so/xiaoshuo/14282.html, 502919字
 木木狂歌, 连载中,龙醒法师, 2017-07-04 08:06:21,http://www.23us.so/xiaoshuo/1127.html, 140875字
 鹏成万里, 连载中,重生之都市大魔神, 2017-07-02 11:51:27,http://www.23us.so/xiaoshuo/15042.html, 764976字
 妖冶娴都, 连载中,重生之联盟王者, 2017-07-06 10:29:40,http://www.23us.so/xiaoshuo/6861.html, 4419字
 穿山刺猬, 连载中,问天极魔, 2017-07-04 14:34:55,http://www.23us.so/xiaoshuo/14624.html, 166426字
 磐晟, 连载中,伴生虫姬, 2017-07-04 23:56:09,http://www.23us.so/xiaoshuo/13579.html, 300633字
 不在乎也, 连载中,星际特别行动, 2017-07-05 17:56:33,http://www.23us.so/xiaoshuo/4749.html, 176906字
 秦易, 连载中,万妖之王, 2017-07-06 17:59:02,http://www.23us.so/xiaoshuo/4439.html, 3683字
 听川, 连载中,武印至尊, 2017-07-06 18:01:49,http://www.23us.so/xiaoshuo/12615.html, 99299字
 风行天下, 连载中,绝品妖帝, 2017-07-06 18:01:49,http://www.23us.so/xiaoshuo/4142.html, 3762字
 红川, 连载中,最强废柴, 2017-07-06 18:01:50,http://www.23us.so/xiaoshuo/12224.html, 227929字
 随风的树叶, 连载中,万古灵途, 2017-07-07 06:57:25,http://www.23us.so/xiaoshuo/12457.html, 317229字
 天堂之杯, 连载中,枪魔道, 2017-07-08 15:21:04,http://www.23us.so/xiaoshuo/7995.html, 92835字
 天蚕土豆, 连载中,大主宰, 2017-07-08 20:51:06,http://www.23us.so/xiaoshuo/1809.html, 374272字
 朵朵红梅, 连载中,你是我永远的有情人, 2017-07-09 09:08:32,http://www.23us.so/xiaoshuo/14404.html, 158916字
 猫宽, 连载中,关于成为魔王这件事, 2017-07-26 00:51:39,http://www.23us.so/xiaoshuo/604.html, 13061字
 变调夹, 连载中,龙图世界, 2017-07-09 16:55:04,http://www.23us.so/xiaoshuo/13282.html, 101103字
 月夜行人, 连载中,逝寰传说, 2017-07-26 06:32:50,http://www.23us.so/xiaoshuo/16227.html, 180098字
 网络仙人, 连载中,死亡之翼, 2017-07-26 18:27:04,http://www.23us.so/xiaoshuo/14456.html, 185872字
 乾无终, 连载中,老实人佣兵团, 2017-07-26 10:08:18,http://www.23us.so/xiaoshuo/15950.html, 581620字
 缘分0, 连载中,星际传奇, 2017-07-26 15:16:17,http://www.23us.so/xiaoshuo/3346.html, 412078字
 键盘华尔兹, 完本,都市之游戏化人生, 2017-07-26 18:40:56,http://www.23us.so/xiaoshuo/16258.html, 3096804字
 艾老风, 连载中,风范烈, 2017-07-27 11:28:13,http://www.23us.so/xiaoshuo/1576.html, 444243字
 天雨天雷, 连载中,只想当个厉害的美傀儡, 2017-07-27 02:35:28,http://www.23us.so/xiaoshuo/16055.html, 933459字
 穿越众里的宅, 连载中,苍雷的剑姬, 2017-07-27 15:02:05,http://www.23us.so/xiaoshuo/1178.html, 505003字
 崔安, 连载中,大文宗, 2017-07-27 10:29:35,http://www.23us.so/xiaoshuo/13308.html, 4917字
 何处不染尘, 完本,全宇宙都是我好友, 2017-07-27 22:02:06,http://www.23us.so/xiaoshuo/16327.html, 4171207字
 酒是陈的香, 连载中,天骄狂尊, 2017-07-28 23:26:36,http://www.23us.so/xiaoshuo/12501.html, 234188字
 台灯下的节奏, 连载中,我在天庭作死的日子, 2017-07-27 22:43:30,http://www.23us.so/xiaoshuo/12936.html, 75975字
 呼延乱语, 连载中,位面养殖专家, 2017-07-28 17:14:22,http://www.23us.so/xiaoshuo/1242.html, 24113字
 剑扼虚空, 连载中,异世龙蛇, 2017-07-29 09:05:53,http://www.23us.so/xiaoshuo/13168.html, 43525字
 李菩提, 连载中,至尊神眼系统, 2017-07-29 12:24:13,http://www.23us.so/xiaoshuo/14764.html, 594724字
 中秋月明, 连载中,逍遥军医, 2017-07-29 13:46:21,http://www.23us.so/xiaoshuo/4.html, 3640字
 君不听, 连载中,极上天机策, 2017-07-29 18:50:20,http://www.23us.so/xiaoshuo/16432.html, 183216字
 玄天剑仙, 连载中,异界微信管理员, 2017-07-29 23:26:38,http://www.23us.so/xiaoshuo/16442.html, 222194字
 黎晓, 连载中,未知力量之异象, 2017-07-21 23:58:46,http://www.23us.so/xiaoshuo/15957.html, 303198字
 一陈旧人, 连载中,召唤最强王者, 2017-07-22 03:27:01,http://www.23us.so/xiaoshuo/15964.html, 80756字
 唯有情, 连载中,帝王界, 2017-07-22 19:15:37,http://www.23us.so/xiaoshuo/15208.html, 163578字
 飘渺的冰蓝, 连载中,极道天人, 2017-07-23 03:30:34,http://www.23us.so/xiaoshuo/8258.html, 15135字
 符宝, 完本,宝藏与文明, 2017-07-23 09:12:28,http://www.23us.so/xiaoshuo/16024.html, 1687745字
 落雁三千, 连载中,耀世青灯, 2017-07-23 10:42:22,http://www.23us.so/xiaoshuo/16027.html, 133112字
 南华李, 连载中,异能本记, 2017-07-23 12:24:56,http://www.23us.so/xiaoshuo/15963.html, 366423字
 方笑道1, 连载中,怒焚九黎, 2017-07-23 17:44:55,http://www.23us.so/xiaoshuo/16041.html, 183796字
 无罪, 连载中,仙魔变, 2017-07-23 21:08:18,http://www.23us.so/xiaoshuo/11836.html, 31字
 寒梅先生, 连载中,冒险王之梦, 2017-07-24 04:17:18,http://www.23us.so/xiaoshuo/16061.html, 370170字
 吹牛小王子, 连载中,在玄幻世界当小店老板, 2017-07-24 08:44:12,http://www.23us.so/xiaoshuo/16088.html, 27290字
 不朽皇帝, 连载中,穿越秦朝之我是始皇帝, 2017-07-24 18:00:12,http://www.23us.so/xiaoshuo/4002.html, 5150字
 青之辰, 连载中,神的烦恼, 2017-07-24 20:02:40,http://www.23us.so/xiaoshuo/15176.html, 36178字
 杜大大大, 连载中,子母神书, 2017-07-24 22:51:47,http://www.23us.so/xiaoshuo/15911.html, 370664字
 爱潜水的乌贼, 完本,奥术神座, 2017-07-24 16:47:46,http://www.23us.so/xiaoshuo/16139.html, 7222772字
 神也发愁, 连载中,战星圣魔, 2017-07-25 05:41:09,http://www.23us.so/xiaoshuo/545.html, 2530326字
 莲似嫁纱, 连载中,魔动九天, 2017-07-25 05:41:44,http://www.23us.so/xiaoshuo/2722.html, 15823字
 吃鱼的老张, 连载中,英雄俱乐部, 2017-07-25 20:26:29,http://www.23us.so/xiaoshuo/16204.html, 204886字
 莉籽, 连载中,妖精王的新娘另一个结局, 2017-07-25 17:03:26,http://www.23us.so/xiaoshuo/15001.html, 38259字
 小白云呀呀呀, 连载中,云上星界, 2017-08-10 21:20:09,http://www.23us.so/xiaoshuo/16624.html, 202246字
 豆豆的影子, 连载中,无上人皇, 2017-08-10 20:13:03,http://www.23us.so/xiaoshuo/4575.html, 265319字
 凌凌鸡, 连载中,宿命决天, 2017-08-10 23:01:40,http://www.23us.so/xiaoshuo/16742.html, 7884字
 云幕轻风, 连载中,凤狐情, 2017-08-11 00:18:34,http://www.23us.so/xiaoshuo/15147.html, 4736字
 小扑街, 连载中,超级外卖, 2017-08-11 15:25:03,http://www.23us.so/xiaoshuo/16697.html, 347800字
 二将, 连载中,超级传奇商店, 2017-08-11 10:16:03,http://www.23us.so/xiaoshuo/17138.html, 1627784字
 三十六亿煞气, 连载中,最强师叔系统, 2017-08-11 14:56:40,http://www.23us.so/xiaoshuo/16272.html, 1664539字
 蛮悔, 连载中,独步苍途, 2017-08-10 18:18:47,http://www.23us.so/xiaoshuo/16076.html, 103473字
 三天两觉, 完本,贩罪, 2017-08-12 12:39:23,http://www.23us.so/xiaoshuo/17196.html, 2499686字
 孤独先生, 连载中,灵王朝, 2017-08-12 22:59:23,http://www.23us.so/xiaoshuo/13984.html, 192803字
 落寞终焉, 连载中,无端者, 2017-08-12 21:32:04,http://www.23us.so/xiaoshuo/17213.html, 54116字
 尘溪公子, 连载中,神魔之路记, 2017-08-13 12:43:48,http://www.23us.so/xiaoshuo/16849.html, 18231字
 领度, 连载中,情徒, 2017-08-13 17:32:52,http://www.23us.so/xiaoshuo/16667.html, 138583字
 城南初雪, 连载中,文化之光系统, 2017-08-13 18:10:31,http://www.23us.so/xiaoshuo/15349.html, 284786字
 唐家三少, 完本,斗罗大陆, 2017-08-13 18:57:43,http://www.23us.so/xiaoshuo/17262.html, 6349320字
 雨雪紫冰辰, 连载中,国仙, 2017-08-13 20:46:44,http://www.23us.so/xiaoshuo/14455.html, 86219字
 滚开, 完本,神秘之旅, 2017-08-13 08:13:42,http://www.23us.so/xiaoshuo/17238.html, 10843584字
 清风孤王, 连载中,吴心未泯, 2017-08-13 21:02:43,http://www.23us.so/xiaoshuo/16961.html, 48662字
 半仙算命, 连载中,美国怪谈之道道道, 2017-08-07 10:26:06,http://www.23us.so/xiaoshuo/15686.html, 1687644字
 寒灯孤夜, 连载中,虫源, 2017-08-07 11:41:32,http://www.23us.so/xiaoshuo/16797.html, 16360字
 血红, 完本,光明纪元, 2017-08-07 16:00:35,http://www.23us.so/xiaoshuo/16927.html, 16234526字
 绿茶流年, 连载中,莽荒圣君, 2017-08-07 19:18:37,http://www.23us.so/xiaoshuo/2634.html, 188087字
 彩爱季节, 连载中,风灵纪, 2017-08-13 22:18:07,http://www.23us.so/xiaoshuo/16547.html, 42846字
 雪花葱油饼, 连载中,阴阳玉碟, 2017-08-08 07:32:36,http://www.23us.so/xiaoshuo/16517.html, 126100字
 金翎径客, 连载中,仙尊重生后的打脸日常, 2017-08-08 09:17:58,http://www.23us.so/xiaoshuo/16019.html, 130196字
 辰东, 完本,神墓, 2017-08-08 09:55:19,http://www.23us.so/xiaoshuo/16967.html, 6494104字
 月关风, 连载中,十指扣之命轮, 2017-08-08 15:34:36,http://www.23us.so/xiaoshuo/15908.html, 66889字
 梦之狂者, 连载中,循环之龙族崛起, 2017-08-08 22:23:36,http://www.23us.so/xiaoshuo/16994.html, 637292字
 虎卧城, 连载中,修真的名义, 2017-08-09 15:35:30,http://www.23us.so/xiaoshuo/15418.html, 784600字
 懒惰的老胡, 连载中,泰坦黎明, 2017-08-08 19:14:12,http://www.23us.so/xiaoshuo/15382.html, 2909627字
 牛不起, 连载中,升职宝典, 2017-08-08 22:21:32,http://www.23us.so/xiaoshuo/2889.html, 14661字
 仲孙珑月, 连载中,绝世天妃：妖孽夫君太难驯, 2017-08-09 08:03:59,http://www.23us.so/xiaoshuo/9743.html, 159528字
 烟雨江南, 完本,亵渎, 2017-08-09 16:57:56,http://www.23us.so/xiaoshuo/17040.html, 5632366字
 蜜桃柒, 连载中,乱世魂者, 2017-08-09 09:54:37,http://www.23us.so/xiaoshuo/17020.html, 16664字
 三舍堂, 连载中,龙皇途, 2017-08-09 19:35:21,http://www.23us.so/xiaoshuo/17047.html, 2463字
 老李要雄起, 连载中,修真投注站, 2017-08-09 21:55:59,http://www.23us.so/xiaoshuo/14468.html, 51365字
 黑色柳丁, 连载中,十界主宰, 2017-08-10 11:38:31,http://www.23us.so/xiaoshuo/9692.html, 5055473字
 传十, 连载中,极品炫富系统, 2017-07-17 22:34:08,http://www.23us.so/xiaoshuo/15333.html, 123801字
 青龙在世, 连载中,离更, 2017-07-17 23:00:19,http://www.23us.so/xiaoshuo/3426.html, 84667字
 沫源, 连载中,斗破九霄, 2017-07-17 23:02:12,http://www.23us.so/xiaoshuo/2332.html, 55843字
 官人请留步步, 连载中,绝地墓师, 2017-07-18 01:54:50,http://www.23us.so/xiaoshuo/15806.html, 1346976字
 月影蓝烟, 连载中,夜冥天途, 2017-08-10 06:41:05,http://www.23us.so/xiaoshuo/17071.html, 223382字
 星陨者珊嘉, 连载中,艾泽拉斯的铁与火, 2017-07-18 04:50:39,http://www.23us.so/xiaoshuo/15810.html, 1148148字
 二将, 连载中,超级闲婿, 2017-07-18 11:07:52,http://www.23us.so/xiaoshuo/14372.html, 136410字
 吾家小熊猫, 完本,无敌强化系统, 2017-07-18 17:04:36,http://www.23us.so/xiaoshuo/15839.html, 2904125字
 不吃草的青牛, 连载中,圣禁之门, 2017-07-19 00:51:00,http://www.23us.so/xiaoshuo/15531.html, 626420字
 唐家三少, 完本,琴帝, 2017-07-19 07:24:00,http://www.23us.so/xiaoshuo/15877.html, 6605356字
 假星, 连载中,超级共享金手指, 2017-07-18 13:36:58,http://www.23us.so/xiaoshuo/15824.html, 362836字
 金佶, 连载中,迷你小魔女, 2017-07-18 13:42:03,http://www.23us.so/xiaoshuo/15734.html, 14547字
 血羽天堂皇, 连载中,武道登仙, 2017-07-19 01:32:15,http://www.23us.so/xiaoshuo/12477.html, 3869字
 本物灵魂伴侣, 连载中,极品武道, 2017-07-19 19:55:22,http://www.23us.so/xiaoshuo/6414.html, 5314字
 无相法师, 连载中,空之国, 2017-07-19 09:21:29,http://www.23us.so/xiaoshuo/15881.html, 1109398字
 璇羽1417, 连载中,带着凶兽打天下, 2017-07-21 08:47:20,http://www.23us.so/xiaoshuo/15221.html, 498650字
 拉丁海十三郎, 连载中,不死狂尊, 2017-07-21 08:47:29,http://www.23us.so/xiaoshuo/15612.html, 8176740字
 烧烤土豆, 连载中,超神大降临, 2017-07-21 08:48:41,http://www.23us.so/xiaoshuo/15386.html, 129686字
 余小黑, 连载中,不命凡, 2017-07-21 08:48:35,http://www.23us.so/xiaoshuo/15239.html, 23604字
 文左三少, 连载中,猎天神魔, 2017-08-14 18:05:24,http://www.23us.so/xiaoshuo/12211.html, 29605字
 聪明的一哥, 连载中,力之所极, 2017-08-14 15:12:51,http://www.23us.so/xiaoshuo/16735.html, 5204字
 东皇铭, 连载中,神兽哈士奇, 2017-08-14 18:02:05,http://www.23us.so/xiaoshuo/17005.html, 57818字
 红瞳大魔王, 连载中,捉妖，从民国开始, 2017-08-14 23:58:59,http://www.23us.so/xiaoshuo/17184.html, 36208字
 雨入田, 连载中,无极尊上, 2017-08-15 01:34:18,http://www.23us.so/xiaoshuo/17334.html, 84813字
 自由输入, 连载中,爱情公寓之最强大叔, 2017-08-14 23:31:56,http://www.23us.so/xiaoshuo/17330.html, 1749811字
 挥手永别, 连载中,地门重生术, 2017-08-15 04:02:43,http://www.23us.so/xiaoshuo/17339.html, 2849587字
 夏雨千程, 连载中,吾乃天命之子, 2017-08-15 18:17:42,http://www.23us.so/xiaoshuo/17370.html, 6847268字
 不空文化, 连载中,坠灵公约, 2017-08-15 13:09:31,http://www.23us.so/xiaoshuo/17357.html, 596858字
 残剑, 连载中,修罗武帝, 2017-07-21 08:47:49,http://www.23us.so/xiaoshuo/15628.html, 5146866字
 百晓点灯, 完本,出售未来, 2017-08-15 07:34:17,http://www.23us.so/xiaoshuo/16249.html, 1907835字
 同袍旧书, 连载中,天照传说, 2017-08-15 21:29:31,http://www.23us.so/xiaoshuo/17062.html, 90502字
 大佑佑, 连载中,分身万岁, 2017-08-15 23:30:51,http://www.23us.so/xiaoshuo/15163.html, 13310字
 木子双鱼, 连载中,奥洛帕战记, 2017-08-16 02:16:49,http://www.23us.so/xiaoshuo/12260.html, 138984字
 疯子发飙, 连载中,绝世凶猛, 2017-08-15 21:59:07,http://www.23us.so/xiaoshuo/16781.html, 3858字
 宝石猫, 连载中,随身英雄杀, 2017-08-16 09:33:53,http://www.23us.so/xiaoshuo/11944.html, 1294458字
 灼炎之眼, 连载中,娘化百合大作战, 2017-08-16 12:46:12,http://www.23us.so/xiaoshuo/11007.html, 2862字
 点精灵, 连载中,无量帝尊, 2017-08-16 17:51:21,http://www.23us.so/xiaoshuo/17416.html, 1737438字
 烛, 完本,拣宝, 2017-08-16 23:02:59,http://www.23us.so/xiaoshuo/17426.html, 7481596字
 致命黑匣, 连载中,洪荒真神, 2017-08-16 23:31:57,http://www.23us.so/xiaoshuo/16603.html, 286573字
 魔皇灭世, 连载中,魔皇行, 2017-08-03 19:17:45,http://www.23us.so/xiaoshuo/16720.html, 46236字
 疯子发飙, 连载中,绝世凶悍, 2017-08-04 00:18:39,http://www.23us.so/xiaoshuo/16262.html, 8567字
 点窗星, 连载中,怒撕九霄, 2017-08-04 00:20:45,http://www.23us.so/xiaoshuo/16581.html, 240532字
 A你一S, 连载中,战皇手记生死恋, 2017-08-04 12:32:34,http://www.23us.so/xiaoshuo/16756.html, 67142字
 如海蔚蓝, 连载中,九幽撕天记, 2017-08-04 15:30:50,http://www.23us.so/xiaoshuo/15841.html, 808562字
 风凌天下, 连载中,傲世九重天, 2017-08-04 15:39:13,http://www.23us.so/xiaoshuo/16765.html, 19815430字
 刀锋饮喋, 连载中,魔法高材生, 2017-08-04 17:53:18,http://www.23us.so/xiaoshuo/15412.html, 3793919字
 大道无垠, 连载中,冰崖堡主, 2017-08-05 12:22:50,http://www.23us.so/xiaoshuo/16816.html, 531578字
 布同, 连载中,傲武独尊, 2017-08-05 12:40:49,http://www.23us.so/xiaoshuo/10072.html, 3819字
 ID211314, 连载中,诛天帝姬, 2017-08-05 21:08:39,http://www.23us.so/xiaoshuo/14424.html, 34444字
 13如风, 连载中,我的能力是系统, 2017-08-05 14:33:33,http://www.23us.so/xiaoshuo/15037.html, 718156字
 试剑天涯, 连载中,逆伐星河, 2017-08-05 18:38:26,http://www.23us.so/xiaoshuo/14351.html, 61528字
 皂白, 连载中,大作死系统, 2017-08-06 15:50:17,http://www.23us.so/xiaoshuo/15059.html, 129703字
 冰露薇汐, 连载中,绝色世界之血印龙王, 2017-08-05 12:48:38,http://www.23us.so/xiaoshuo/16197.html, 215086字
 虾易将, 连载中,转世诸天修行, 2017-08-06 16:34:29,http://www.23us.so/xiaoshuo/16216.html, 91880字
 梃梃子, 连载中,重生清宫宠妃, 2017-08-06 14:19:49,http://www.23us.so/xiaoshuo/4686.html, 21923字
 小贰当家, 连载中,智始演武, 2017-08-06 20:27:55,http://www.23us.so/xiaoshuo/15998.html, 322324字
 有点蓝瘦, 连载中,最强主角光环系统, 2017-08-06 23:28:19,http://www.23us.so/xiaoshuo/16710.html, 321190字
 霓城, 连载中,玉泽九天, 2017-07-30 23:42:25,http://www.23us.so/xiaoshuo/16505.html, 543194字
 夜神不说话, 连载中,拯救大魔王, 2017-08-06 23:49:23,http://www.23us.so/xiaoshuo/15781.html, 72448字
 小二发, 连载中,正派大师兄, 2017-07-30 15:59:51,http://www.23us.so/xiaoshuo/16370.html, 17097字
 地球的圆心, 连载中,萨满邪神传, 2017-07-31 14:11:07,http://www.23us.so/xiaoshuo/16536.html, 465589字
 季郁, 连载中,冥界夜灵, 2017-07-30 23:21:29,http://www.23us.so/xiaoshuo/13208.html, 399050字
 山中炸石, 连载中,开创玄幻世界, 2017-07-31 15:21:47,http://www.23us.so/xiaoshuo/16301.html, 1003005字
 江流清风, 连载中,最强小师叔, 2017-08-01 01:55:19,http://www.23us.so/xiaoshuo/14601.html, 1049562字
 庄第, 连载中,华娱先驱, 2017-08-01 01:58:38,http://www.23us.so/xiaoshuo/14893.html, 76138字
 重生的鸡蛋, 完本,神级科技, 2017-08-01 06:25:42,http://www.23us.so/xiaoshuo/16557.html, 1657470字
 安沦, 连载中,殇不朽, 2017-08-01 02:44:48,http://www.23us.so/xiaoshuo/15255.html, 51970字
 傲苍海, 连载中,奇缘武道, 2017-08-01 08:07:03,http://www.23us.so/xiaoshuo/11491.html, 536273字
 佘大, 连载中,会穿越的国王, 2017-08-01 16:15:33,http://www.23us.so/xiaoshuo/14884.html, 5904559字
 行至TEA, 连载中,丧尸大领主, 2017-08-01 18:30:54,http://www.23us.so/xiaoshuo/16200.html, 127416字
 魔力流失, 连载中,最强修仙之征召猛将, 2017-08-02 00:34:22,http://www.23us.so/xiaoshuo/15673.html, 6771690字
 江湖中的侠客, 连载中,灭世之域, 2017-08-02 00:20:04,http://www.23us.so/xiaoshuo/16399.html, 84100字
 夜泪无尽, 连载中,武登仙道, 2017-08-02 09:09:54,http://www.23us.so/xiaoshuo/15962.html, 87410字
 短刃, 连载中,当代天师, 2017-08-02 15:40:43,http://www.23us.so/xiaoshuo/16652.html, 1374069字
 水酉甘, 连载中,道途幻, 2017-08-03 00:06:38,http://www.23us.so/xiaoshuo/10774.html, 137582字
 天都雨墨, 连载中,魂灵星宇, 2017-08-03 14:41:13,http://www.23us.so/xiaoshuo/16707.html, 4978字
 之谷, 连载中,作为女配的自觉, 2017-02-06 11:17:06,http://www.23us.so/xiaoshuo/8011.html, 4358字
 吃猪肉的鱼, 连载中,神辰纪, 2017-08-02 09:55:16,http://www.23us.so/xiaoshuo/16219.html, 378762字
 空华少爷, 连载中,妖王永夜, 2017-02-06 11:17:18,http://www.23us.so/xiaoshuo/8138.html, 14264字
 三世雪莲, 连载中,花神问情记, 2017-02-06 11:19:03,http://www.23us.so/xiaoshuo/9323.html, 142969字
 沈子樱, 连载中,逆袭女仙, 2017-02-06 11:17:20,http://www.23us.so/xiaoshuo/8182.html, 2032字
 咖啡味红茶, 连载中,至尊火圣, 2017-02-06 14:28:07,http://www.23us.so/xiaoshuo/13014.html, 63116字
 萨琳娜, 连载中,贵女反穿日常, 2017-02-07 07:54:23,http://www.23us.so/xiaoshuo/5541.html, 12510字
 浴火梧桐, 连载中,灭噬乾坤, 2017-02-06 13:59:54,http://www.23us.so/xiaoshuo/12829.html, 28477字
 土豆片炒辣椒打包, 连载中,源初斩天, 2017-02-07 14:51:27,http://www.23us.so/xiaoshuo/2786.html, 9466字
 我本纯洁, 连载中,妖道至尊, 2017-02-07 15:34:19,http://www.23us.so/xiaoshuo/512.html, 1038字
 玉箫子, 连载中,龙鞭咒, 2017-02-07 18:36:17,http://www.23us.so/xiaoshuo/11377.html, 2790字
 绝世猛人儿, 连载中,道尊战魂, 2017-02-07 15:50:32,http://www.23us.so/xiaoshuo/2357.html, 8840字
 一文穷鬼, 连载中,半圣领主, 2017-02-07 16:01:30,http://www.23us.so/xiaoshuo/13872.html, 120525字
 千羽惊鸿, 连载中,天武星辰界, 2017-02-07 21:53:47,http://www.23us.so/xiaoshuo/10814.html, 39157字
 好看, 连载中,神武大师兄, 2017-02-08 07:17:36,http://www.23us.so/xiaoshuo/13255.html, 4859字
